codecommune;Nb_mutations;PrixMoyen_m2
88189;4;1085
49121;6;1085
22240;22;1085
39095;1;1085
48177;3;1085
36109;4;1085
41275;11;1085
37147;6;1085
79096;14;1084
16361;8;1084
41248;46;1084
52522;3;1084
47306;5;1084
43117;1;1084
53228;18;1084
62370;2;1084
71482;8;1084
80589;1;1084
89437;4;1084
16362;6;1084
16276;5;1084
37162;3;1084
60329;2;1084
63025;2;1084
73129;2;1084
89425;7;1083
89439;17;1083
19121;15;1083
70061;3;1083
54573;7;1083
33336;16;1083
22009;3;1083
35244;4;1083
37220;4;1083
48111;1;1083
51311;2;1083
58096;1;1083
87147;1;1083
43007;12;1083
18044;6;1083
31241;3;1083
86116;8;1083
70258;19;1083
22291;4;1083
29028;4;1083
72112;6;1083
85059;42;1082
54534;5;1082
50040;3;1082
53237;4;1082
59218;17;1082
34264;3;1082
43187;3;1082
80232;1;1082
80640;1;1082
58194;367;1082
41259;11;1082
1056;3;1082
8206;5;1082
87111;32;1081
18063;5;1081
28075;15;1081
79195;46;1081
2385;1;1081
32244;1;1081
50159;7;1081
54213;4;1081
60605;3;1081
65453;1;1081
76739;3;1081
17143;8;1081
47179;21;1081
17309;27;1081
71396;6;1081
3039;7;1081
59392;282;1081
18139;6;1081
19042;2;1081
41187;2;1081
63081;2;1081
79243;7;1080
31005;3;1080
32187;1;1080
55073;2;1080
63221;1;1080
70044;5;1080
87130;1;1080
88236;1;1080
89316;3;1080
18231;10;1080
54148;5;1080
62655;3;1080
10011;2;1080
16338;2;1080
51023;2;1080
54290;5;1079
54472;13;1079
17104;10;1079
50363;24;1079
22376;14;1079
37218;5;1079
71369;1;1079
72327;4;1079
11308;5;1079
18280;5;1079
56180;5;1079
72050;22;1079
29262;8;1079
40029;4;1079
47308;4;1079
89477;2;1079
59192;5;1078
85232;20;1078
37130;33;1078
24418;21;1078
8214;3;1078
9223;5;1078
21512;1;1078
22289;1;1078
39401;2;1078
54120;1;1078
58137;2;1078
59542;8;1078
70098;3;1078
71261;5;1078
86169;4;1078
49140;19;1078
19004;7;1078
53003;27;1078
72356;8;1078
88372;62;1078
10300;2;1078
23239;4;1078
63185;2;1078
11201;9;1077
11315;37;1077
2246;10;1077
72013;33;1077
69160;13;1077
81201;6;1077
63420;10;1077
28018;72;1077
2674;1;1077
2801;2;1077
24477;1;1077
65081;1;1077
24133;20;1077
80071;29;1077
80250;7;1077
10395;6;1077
59415;3;1077
64234;3;1077
10062;4;1077
18069;4;1077
65294;2;1077
71540;11;1076
16124;27;1076
35064;18;1076
53089;12;1076
25350;2;1076
29225;2;1076
32136;1;1076
48017;3;1076
64194;4;1076
69182;4;1076
86001;10;1076
79180;6;1076
31050;4;1076
62095;3;1076
39009;5;1076
18064;4;1076
4062;5;1075
62704;5;1075
12224;16;1075
56079;10;1075
71110;6;1075
3289;8;1075
5106;1;1075
16054;3;1075
40121;3;1075
48110;2;1075
71087;1;1075
54229;12;1075
59485;20;1075
82097;16;1075
34068;2;1075
59492;2;1075
2565;3;1074
2272;1;1074
3035;1;1074
7068;2;1074
23066;2;1074
71127;2;1074
72087;5;1074
72312;3;1074
87095;11;1074
58193;19;1074
41020;5;1074
79203;7;1074
39385;12;1074
80031;6;1074
24032;7;1073
88418;5;1073
72031;7;1073
15108;18;1073
21584;5;1073
24253;74;1073
54467;2;1073
80599;2;1073
89242;18;1073
16400;14;1073
85276;10;1073
70456;2;1073
81292;2;1073
23219;15;1072
64398;5;1072
25524;4;1072
59331;35;1072
2662;10;1072
87032;19;1072
53262;6;1072
62798;3;1072
63363;3;1072
71559;2;1072
89365;8;1072
80601;5;1072
40070;7;1072
82165;6;1071
86029;13;1071
47168;41;1071
50563;9;1071
2023;1;1071
42310;2;1071
52484;2;1071
59529;4;1071
66083;1;1071
70007;3;1071
79116;13;1071
62028;6;1071
63132;13;1071
55111;3;1071
71248;3;1071
16046;13;1071
16025;12;1071
32287;2;1071
59493;2;1071
23116;9;1070
53145;5;1070
63055;10;1070
39261;3;1070
46304;1;1070
52391;1;1070
55466;1;1070
80587;1;1070
35174;5;1070
41228;5;1070
19131;9;1070
11187;3;1070
80367;4;1070
72128;20;1069
2A196;1;1069
2260;8;1069
2472;5;1069
32242;25;1069
52182;17;1069
89089;8;1069
8043;14;1069
53148;4;1069
63161;2;1069
59149;9;1068
17347;76;1068
1029;3;1068
53246;19;1068
2313;4;1068
18265;11;1068
71327;2;1068
19018;3;1068
32076;3;1068
85066;10;1068
62082;6;1067
70081;3;1067
16233;8;1067
86239;4;1067
8330;6;1067
8396;1;1067
10184;1;1067
15106;2;1067
16389;1;1067
31456;1;1067
41266;1;1067
50589;2;1067
55144;2;1067
79077;12;1067
80381;1;1067
24227;6;1067
72114;6;1067
10314;2;1067
21571;2;1067
42035;2;1067
8409;183;1066
11190;16;1066
72293;4;1066
22146;4;1066
61371;1;1066
87138;11;1066
17460;5;1066
89186;5;1066
53212;8;1066
89205;4;1066
53144;3;1066
9085;8;1066
72115;7;1066
41078;10;1066
80446;6;1066
24405;3;1065
80311;3;1065
37061;9;1065
43042;6;1065
43262;20;1065
41110;11;1065
3137;1;1065
24128;1;1065
71025;3;1065
61466;8;1065
62859;5;1065
21461;9;1064
37133;12;1064
58281;10;1064
70065;4;1064
71586;5;1064
2312;3;1064
9339;4;1064
39119;1;1064
53160;2;1064
62522;3;1064
80040;4;1064
58215;27;1064
44123;12;1064
2346;7;1064
79294;2;1064
82074;2;1064
77027;18;1063
71410;10;1063
60634;4;1063
71389;4;1063
47165;18;1063
89143;5;1063
22212;23;1063
79088;17;1063
32135;1;1063
50282;2;1063
59324;73;1063
80428;3;1063
2416;4;1063
31316;2;1063
61197;3;1062
62050;14;1062
21082;1;1062
21341;1;1062
22133;7;1062
42063;5;1062
51073;1;1062
59010;1;1062
66123;1;1062
71036;1;1062
72148;1;1062
80153;1;1062
82157;1;1062
28233;16;1062
39448;4;1062
19140;7;1062
47041;9;1062
59037;35;1061
17138;4;1061
50518;4;1061
56113;21;1061
63301;5;1061
24473;8;1061
59555;19;1061
55035;1;1061
70166;1;1061
86134;1;1061
86299;5;1061
11028;8;1061
16230;27;1061
25426;3;1061
53076;7;1061
2343;2;1061
22231;4;1060
18282;5;1060
86162;5;1060
53190;6;1060
17125;2;1060
27396;1;1060
39319;1;1060
52479;3;1060
54602;1;1060
60131;1;1060
60544;3;1060
66119;1;1060
89409;5;1060
79126;8;1060
41102;11;1060
81192;5;1060
79242;13;1060
52543;3;1060
80345;3;1060
80555;8;1060
50409;72;1060
43135;12;1060
53213;5;1059
58282;3;1059
47125;6;1059
3062;3;1059
12148;1;1059
21642;2;1059
32073;1;1059
33353;1;1059
39570;3;1059
70039;4;1059
89315;1;1059
88170;10;1059
47167;23;1059
41225;10;1059
18108;41;1059
1177;4;1059
2717;6;1059
70417;2;1059
71196;8;1059
19128;5;1058
3078;3;1058
70026;30;1058
11433;12;1058
50468;9;1058
9289;6;1058
28314;2;1058
34167;1;1058
50499;5;1058
88226;1;1058
89118;7;1058
70402;6;1058
71162;8;1058
24451;10;1058
65305;5;1058
62440;15;1057
24463;7;1057
16023;7;1057
2294;1;1057
2705;1;1057
18190;7;1057
39353;4;1057
40140;1;1057
60434;1;1057
61374;1;1057
72267;14;1057
80522;1;1057
58145;20;1057
15137;4;1057
16213;4;1057
32018;2;1057
58311;2;1057
71570;2;1057
85206;15;1056
86047;6;1056
61369;5;1056
88319;35;1056
9197;1;1056
9234;1;1056
10040;1;1056
21701;1;1056
23043;1;1056
34004;1;1056
77200;1;1056
80719;1;1056
16205;10;1056
2503;6;1056
51136;5;1056
42282;2;1056
62122;5;1055
80093;16;1055
2686;3;1055
71188;3;1055
4005;4;1055
16074;6;1055
10433;1;1055
17358;1;1055
22350;2;1055
46078;2;1055
62541;2;1055
64501;5;1055
88050;3;1055
2517;5;1055
37125;9;1055
70020;3;1055
88027;3;1055
89345;41;1055
54026;4;1055
61054;4;1055
56081;59;1054
42165;42;1054
61344;6;1054
86189;3;1054
89431;3;1054
15088;4;1054
2254;3;1054
9336;6;1054
86105;1;1054
39011;7;1054
88231;4;1054
54519;3;1054
81002;8;1054
31112;2;1054
72276;43;1053
34018;11;1053
1106;1;1053
27251;1;1053
27319;1;1053
54238;1;1053
59406;2;1053
71057;1;1053
24417;6;1053
8316;18;1053
2074;9;1053
50378;11;1053
51574;2;1053
53067;2;1053
39333;9;1052
55132;12;1052
66080;4;1052
80434;5;1052
54293;1;1052
62006;4;1052
63230;1;1052
89483;6;1052
10224;10;1052
80141;5;1052
23027;4;1052
42163;8;1052
22075;7;1052
71286;3;1052
10258;3;1051
72039;66;1051
45021;4;1051
10077;2;1051
12188;1;1051
21212;2;1051
24361;3;1051
32335;2;1051
61126;2;1051
66107;7;1051
63152;3;1051
72161;15;1051
16027;2;1051
24458;2;1051
25479;2;1051
51286;2;1051
71461;2;1051
81286;6;1051
60053;3;1050
11367;20;1050
71275;20;1050
63295;28;1050
70154;4;1050
87029;7;1050
88408;38;1050
3224;1;1050
18098;1;1050
18230;2;1050
31336;1;1050
33156;7;1050
56264;3;1050
64265;1;1050
65327;2;1050
87079;13;1050
16409;6;1050
59076;4;1050
28080;11;1050
48096;5;1050
23006;7;1050
9215;2;1050
42240;6;1050
39209;20;1049
32437;5;1049
36200;10;1049
39504;5;1049
28335;11;1049
34230;3;1049
58277;1;1049
40245;30;1049
54128;6;1049
86253;5;1049
2815;4;1049
50266;6;1049
79057;23;1049
22294;4;1049
46231;6;1049
19249;8;1048
16286;50;1048
35063;3;1048
51501;3;1048
72270;3;1048
89472;9;1048
59023;4;1048
16412;5;1048
41242;63;1048
16014;1;1048
21040;1;1048
45242;1;1048
55123;1;1048
71038;5;1048
88515;3;1048
71001;10;1048
36035;6;1048
61139;3;1048
89398;3;1048
2066;2;1048
56102;30;1047
32128;3;1047
62257;12;1047
88410;6;1047
39317;12;1047
50004;4;1047
2538;1;1047
3151;3;1047
10271;2;1047
63431;1;1047
80121;2;1047
88357;12;1047
89202;5;1047
53225;10;1047
64232;2;1047
18090;7;1046
89094;7;1046
22156;5;1046
82189;10;1046
24034;3;1046
39453;4;1046
86154;1;1046
89402;2;1046
39173;30;1046
24159;8;1046
32209;3;1046
37019;7;1046
9015;2;1046
10290;2;1046
11222;4;1046
31482;2;1046
55216;2;1046
79002;5;1045
3202;8;1045
53265;12;1045
86250;4;1045
2577;1;1045
5062;2;1045
12197;3;1045
21713;1;1045
31018;1;1045
58038;1;1045
62546;2;1045
29276;5;1045
72111;10;1045
8311;56;1045
1211;2;1045
2072;2;1045
50210;6;1045
63462;2;1045
89194;2;1045
71093;5;1044
24137;6;1044
87206;3;1044
11102;4;1044
19145;7;1044
53096;85;1044
11146;1;1044
21141;1;1044
37262;1;1044
38299;3;1044
50195;5;1044
63252;3;1044
63422;4;1044
63451;3;1044
72307;3;1044
80711;27;1044
45087;41;1044
63072;6;1044
63314;3;1044
86249;3;1044
62364;19;1044
61339;42;1044
71239;11;1044
58176;6;1044
2650;5;1043
85053;5;1043
63023;6;1043
53084;60;1043
87150;5;1043
81081;7;1043
47042;1;1043
61124;1;1043
65459;1;1043
89244;4;1043
53125;22;1043
45114;3;1043
80801;5;1043
1012;4;1043
22132;2;1043
50182;5;1042
71565;3;1042
16339;20;1042
9154;1;1042
61481;2;1042
63438;6;1042
86122;1;1042
88480;1;1042
22345;16;1042
43212;9;1042
39458;4;1042
58198;4;1042
70432;4;1042
72088;4;1042
86137;70;1042
62153;7;1042
2318;26;1042
3167;4;1042
61207;7;1041
15142;10;1041
55463;6;1041
59496;3;1041
71227;5;1041
8328;59;1041
58235;5;1041
70532;3;1041
86191;3;1041
11393;9;1041
16285;6;1041
23024;5;1041
43109;5;1041
53123;19;1041
3176;3;1041
3025;17;1041
86051;2;1041
79156;6;1040
28106;7;1040
32385;1;1040
41116;2;1040
53115;4;1040
58190;1;1040
79120;9;1040
2676;25;1040
45121;19;1040
36110;3;1040
80274;21;1040
2439;34;1040
79285;48;1039
28387;12;1039
9111;5;1039
12223;3;1039
32029;5;1039
24230;3;1039
32414;1;1039
56145;6;1039
62805;3;1039
89461;18;1039
60347;5;1039
3173;9;1039
86201;4;1039
80474;3;1039
58302;8;1038
39164;11;1038
10408;4;1038
22341;10;1038
88304;58;1038
2680;41;1038
19247;1;1038
19259;2;1038
21580;1;1038
38207;1;1038
61190;2;1038
64391;1;1038
63354;12;1038
70529;5;1038
11436;3;1038
16424;5;1038
54143;5;1038
24071;7;1038
17367;2;1038
2060;5;1037
5148;5;1037
11358;2;1037
16098;2;1037
18286;3;1037
59498;2;1037
79343;4;1037
52244;5;1037
19214;2;1037
22348;8;1037
29229;2;1037
30198;4;1037
44086;8;1037
55291;10;1036
71580;3;1036
71173;4;1036
72321;6;1036
79239;29;1036
4091;1;1036
10384;1;1036
23097;5;1036
30094;2;1036
51094;2;1036
59186;5;1036
79078;12;1036
8445;4;1036
88028;4;1036
55504;3;1036
63430;52;1036
16001;7;1036
32329;2;1036
39180;4;1036
61281;2;1036
80298;5;1035
18036;3;1035
50321;6;1035
70561;16;1035
79056;9;1035
21538;1;1035
24031;3;1035
66139;1;1035
51647;4;1035
10227;3;1035
58164;4;1035
79311;24;1034
79119;10;1034
89324;13;1034
56006;11;1034
37028;7;1034
1242;1;1034
2204;1;1034
17454;2;1034
32199;1;1034
41290;3;1034
42274;2;1034
62696;1;1034
63115;3;1034
42054;3;1034
3159;5;1034
37174;5;1034
16269;8;1034
19252;24;1033
16073;31;1033
9054;5;1033
16087;1;1033
22149;9;1033
28119;1;1033
80003;7;1033
88117;1;1033
64366;3;1033
28411;2;1033
33462;2;1033
89021;7;1032
31011;6;1032
61168;24;1032
1107;2;1032
47227;3;1032
51367;1;1032
63053;2;1032
65051;2;1032
80430;4;1032
81240;1;1032
41280;42;1032
2405;7;1032
80086;13;1032
51129;2;1032
71165;12;1031
50192;5;1031
40203;3;1031
71373;6;1031
55543;4;1031
2501;1;1031
9321;2;1031
58192;2;1031
60280;1;1031
61020;1;1031
88359;1;1031
15259;3;1031
86237;11;1031
24464;5;1031
2145;8;1031
24311;30;1031
62551;2;1031
89035;8;1031
89164;2;1031
39310;7;1030
3018;4;1030
8209;3;1030
40161;2;1030
51509;1;1030
54231;3;1030
62092;3;1030
62879;2;1030
89069;10;1030
8361;13;1030
62613;10;1030
50582;90;1029
80585;32;1029
22068;5;1029
17165;3;1029
51130;3;1029
79225;3;1029
10222;7;1029
3119;5;1029
56160;17;1029
2353;2;1029
21716;1;1029
31571;1;1029
54262;1;1029
61288;1;1029
71024;2;1029
87117;22;1029
58013;2;1029
86130;8;1029
3183;3;1028
10032;1;1028
54429;2;1028
80247;9;1028
80118;4;1028
79357;2;1028
86011;3;1027
9301;4;1027
10421;1;1027
61348;1;1027
89045;1;1027
2352;10;1027
11055;6;1027
16206;22;1027
49302;9;1027
70473;20;1027
11001;6;1027
43098;4;1027
71113;5;1026
19143;9;1026
88033;3;1026
89037;4;1026
47119;9;1026
8418;5;1026
9078;1;1026
17052;7;1026
19250;5;1026
23154;3;1026
47303;1;1026
51547;2;1026
88222;2;1026
19148;18;1026
45083;26;1026
62463;6;1026
87040;19;1025
16165;4;1025
17226;4;1025
22202;9;1025
2109;4;1025
2819;1;1025
9159;3;1025
16114;2;1025
24262;2;1025
59300;5;1025
61202;6;1025
61448;1;1025
65315;3;1025
73074;1;1025
23193;25;1025
63423;7;1025
17038;3;1025
24551;32;1025
29193;9;1025
28212;2;1025
89280;4;1025
72331;13;1024
80406;13;1024
86142;5;1024
2403;1;1024
9055;3;1024
37260;4;1024
52107;1;1024
60153;3;1024
61385;3;1024
70196;1;1024
45220;7;1024
8483;5;1024
70504;5;1024
16192;84;1024
61121;2;1024
70087;2;1024
53235;7;1023
17401;3;1023
77256;3;1023
18210;5;1023
10018;10;1023
58250;17;1023
16106;52;1023
27228;2;1023
46119;1;1023
47213;9;1023
56209;3;1023
61412;3;1023
88434;1;1023
16069;8;1023
62668;6;1023
21345;3;1023
72265;3;1023
24410;2;1023
88299;6;1023
24481;5;1022
16200;8;1022
60549;3;1022
23112;15;1022
22157;8;1022
11198;19;1022
45059;1;1022
62726;3;1022
64108;4;1022
64454;1;1022
72225;7;1022
3103;7;1021
8399;4;1021
8211;2;1021
24160;1;1021
64063;3;1021
70317;1;1021
72367;6;1021
29162;13;1021
43071;11;1021
34284;7;1021
53176;9;1021
54189;9;1021
41132;4;1021
79319;6;1021
87022;2;1021
54162;17;1020
22039;6;1020
29027;20;1020
36016;2;1020
47139;1;1020
48151;1;1020
58249;3;1020
32344;44;1020
51534;4;1020
41043;25;1020
46251;8;1020
55502;2;1020
89221;4;1020
42141;6;1019
8067;13;1019
37242;8;1019
61413;1;1019
65347;2;1019
72070;4;1019
18103;13;1019
22107;76;1019
44193;27;1019
58200;3;1019
24292;5;1019
89261;5;1019
43016;12;1019
2228;2;1019
16128;2;1019
16420;2;1019
23123;4;1019
22037;7;1018
62835;4;1018
58228;5;1018
46015;6;1018
22279;15;1018
10141;3;1018
15242;1;1018
29062;2;1018
48105;2;1018
51460;1;1018
54407;2;1018
21425;18;1018
24186;2;1018
50634;1;1017
88167;1;1017
62328;4;1017
79339;36;1017
51107;4;1017
70079;2;1017
86015;27;1016
58274;3;1016
71044;3;1016
59502;11;1016
2219;3;1016
18030;14;1016
29271;8;1016
59055;6;1016
19028;21;1016
61029;7;1016
71079;2;1016
89393;4;1016
59430;12;1015
28114;1;1015
28265;12;1015
51304;2;1015
59049;3;1015
62433;1;1015
64078;1;1015
88104;2;1015
72176;86;1015
47074;10;1015
72182;28;1015
54598;5;1015
40149;7;1015
72059;9;1015
12001;2;1015
72152;4;1015
65413;3;1014
3022;13;1014
16198;5;1014
11306;1;1014
38031;1;1014
62837;3;1014
64113;1;1014
71272;1;1014
79122;5;1014
23036;13;1014
16057;4;1014
86139;25;1014
21375;2;1014
50194;4;1014
18057;21;1013
24296;16;1013
29274;22;1013
58103;3;1013
88519;8;1013
15265;5;1013
63057;5;1013
29131;4;1013
59074;26;1013
41068;5;1013
10033;34;1013
58059;51;1013
70043;2;1013
58155;7;1012
72064;7;1012
50273;56;1012
50525;10;1012
42050;4;1012
71530;8;1012
35162;38;1012
3213;1;1012
61156;2;1012
61388;2;1012
70048;1;1012
36031;17;1012
87103;21;1012
16261;6;1012
28142;6;1012
37157;5;1012
10394;2;1012
22147;42;1011
65258;37;1011
59291;118;1011
14143;2;1011
70099;1;1011
80019;7;1011
63393;8;1011
52331;30;1011
89066;8;1011
7266;5;1011
8090;31;1011
62447;27;1011
3115;2;1011
7204;12;1010
3164;3;1010
50034;3;1010
7338;7;1010
85264;16;1010
7234;1;1010
18244;2;1010
23040;3;1010
54239;1;1010
61452;4;1010
88393;4;1010
54284;28;1010
79076;29;1010
39244;4;1010
80408;3;1010
58270;7;1010
71176;91;1010
22381;2;1010
62709;4;1010
79238;4;1010
50426;9;1009
4017;3;1009
12125;1;1009
23102;2;1009
36119;3;1009
85067;9;1009
89268;10;1009
53222;4;1009
70037;7;1009
51386;3;1009
54440;3;1009
51598;5;1009
1095;8;1009
11056;4;1009
80809;4;1009
10114;10;1008
53197;16;1008
35357;3;1008
85056;6;1008
10038;4;1008
3284;2;1008
10157;2;1008
25098;1;1008
28344;1;1008
43090;2;1008
71352;1;1008
70245;50;1008
87036;15;1008
2559;7;1008
72351;13;1008
61439;3;1008
19037;17;1008
2293;5;1008
7286;7;1008
9150;2;1008
37065;6;1007
86161;11;1007
3136;1;1007
79341;3;1007
80057;1;1007
72163;7;1007
63130;3;1007
23150;2;1007
31521;2;1007
47007;2;1007
58251;4;1007
80490;2;1007
16038;3;1006
71562;3;1006
45029;23;1006
72218;7;1006
2124;8;1006
87064;21;1006
21046;1;1006
56232;7;1006
2495;7;1006
31144;7;1006
89353;7;1006
8133;6;1006
2134;9;1006
32235;4;1006
2474;6;1006
3220;2;1006
22091;4;1006
55517;2;1006
82111;2;1006
50394;29;1005
16253;14;1005
89468;5;1005
18263;6;1005
87024;20;1005
89427;7;1005
2642;2;1005
50542;9;1005
62780;2;1005
64096;1;1005
86059;3;1005
37177;12;1005
19041;3;1005
49178;9;1005
79179;56;1005
16270;4;1005
17374;2;1005
42084;2;1005
32390;3;1004
72185;9;1004
53266;4;1004
89359;14;1004
2655;2;1004
38209;1;1004
39525;6;1004
70314;2;1004
2103;14;1004
63299;3;1004
88069;3;1004
28389;5;1004
71561;7;1004
65111;2;1004
44200;11;1003
2135;12;1003
86149;3;1003
53132;4;1003
59177;5;1003
89303;5;1003
11070;1;1003
24498;19;1003
41238;21;1003
70435;7;1003
2390;3;1003
18163;3;1003
50312;3;1003
59229;3;1003
18160;16;1003
7209;2;1003
36023;2;1003
53245;10;1003
81186;2;1003
16162;3;1002
58083;11;1002
50352;5;1002
18120;12;1002
48021;4;1002
54346;2;1002
55215;2;1002
56129;14;1002
69169;2;1002
89308;2;1002
79014;78;1002
2808;4;1002
59445;17;1001
85229;11;1001
47084;5;1001
70482;11;1001
80192;3;1001
88289;4;1001
9038;3;1001
32063;3;1001
19076;5;1001
59601;29;1001
59365;52;1001
2447;2;1001
56047;6;1001
42104;9;1000
24479;15;1000
36154;5;1000
44092;20;1000
86082;46;1000
2378;1;1000
9095;1;1000
9190;1;1000
10218;1;1000
12085;1;1000
16335;1;1000
17105;2;1000
18073;1;1000
18253;1;1000
19003;1;1000
21014;1;1000
21560;1;1000
23055;1;1000
25247;1;1000
26200;1;1000
31078;1;1000
32010;1;1000
33326;1;1000
36124;1;1000
37087;1;1000
39070;1;1000
43064;1;1000
43167;1;1000
46120;1;1000
53008;14;1000
54600;1;1000
61332;1;1000
63048;1;1000
63097;1;1000
63367;1;1000
65058;1;1000
71316;2;1000
71436;1;1000
76327;1;1000
88248;1;1000
89379;1;1000
2720;19;1000
89433;8;1000
85184;5;1000
23005;4;1000
79124;8;1000
2002;7;1000
41171;42;999
16060;9;999
18049;10;999
26376;1;999
51322;2;999
60182;3;999
70536;1;999
16292;45;999
53108;6;999
80513;4;999
2500;13;998
53179;5;998
7232;3;998
22250;13;998
72035;27;998
62134;2;998
43206;6;998
23254;10;998
10422;3;998
42260;2;998
72125;5;997
80271;11;997
62384;6;997
8276;9;997
48132;11;997
7230;2;997
43217;4;997
87108;5;997
89214;5;997
2600;4;997
53259;3;997
36056;7;997
16196;10;997
18240;12;997
45245;14;997
86140;24;996
50389;7;996
39086;4;996
86107;9;996
2284;2;996
15103;2;996
55340;1;996
62084;3;996
63187;8;996
32152;3;996
35140;5;996
52480;5;996
47073;2;996
79147;9;995
53098;9;995
79063;38;995
18109;26;995
85005;16;995
70315;2;995
23192;28;995
45322;5;995
10351;4;995
17400;2;995
86120;14;994
54567;3;994
86260;7;994
31471;6;994
79354;9;994
22255;12;994
27393;1;994
28182;5;994
36172;4;994
44170;12;994
46065;1;994
72337;10;994
72377;13;994
50420;11;994
72196;9;994
71319;13;994
41214;12;994
18001;9;994
51596;3;994
16323;5;994
72189;27;993
19192;7;993
24107;7;993
37244;4;993
16163;5;993
39478;82;993
16175;11;993
59139;162;993
2362;4;993
10194;2;993
29285;2;993
31183;2;993
43105;1;993
51139;1;993
53191;3;993
79059;9;993
86148;4;993
87056;1;993
82180;8;993
18087;49;993
51513;3;993
55553;3;993
58037;5;993
9141;2;993
55117;2;993
80579;9;992
10024;1;992
21547;1;992
49336;10;992
58253;2;992
61407;4;992
63218;1;992
82163;1;992
88276;7;992
71306;71;992
31502;3;992
42313;2;992
87123;4;992
64196;3;991
2373;4;991
42015;18;991
64044;2;991
64447;2;991
72126;3;991
80413;3;991
87004;2;991
2139;5;991
72040;4;991
9293;7;991
24299;39;991
27167;3;991
34071;3;991
29269;5;991
36024;2;991
40073;2;991
86069;4;991
58211;5;990
70271;10;990
12191;1;990
17122;1;990
54180;1;990
71473;2;990
72296;11;990
72334;30;990
89165;2;990
72139;7;990
53276;15;990
37238;7;990
17227;3;990
22285;5;990
48054;2;990
24085;3;989
23073;4;989
19182;8;989
36224;1;989
62717;3;989
63153;1;989
71148;10;989
50289;6;989
89256;5;989
89017;2;989
89087;4;989
65394;3;988
72098;6;988
81168;6;988
41121;1;988
51224;1;988
52295;2;988
59261;12;988
55551;5;988
3130;2;988
10205;2;988
16132;4;988
17263;4;988
49009;4;988
10034;17;987
63336;4;987
31034;3;987
32324;1;987
39393;1;987
63216;2;987
76284;2;987
18125;13;987
3242;4;987
71223;8;987
59311;7;987
85036;7;987
21109;3;987
23002;14;987
2553;2;987
65108;2;987
9334;26;986
53192;6;986
87012;9;986
49221;18;986
17106;5;986
18215;5;986
23108;1;986
38424;4;986
39166;4;986
16191;5;986
18197;144;986
2165;29;986
2784;3;985
61329;6;985
62340;9;985
88092;7;985
3087;15;985
10176;1;985
19055;3;985
70088;1;985
80339;1;985
81163;82;985
87034;13;985
89292;7;985
70564;5;985
23245;17;985
11297;8;985
2716;3;985
24423;4;985
36112;2;985
89394;2;985
9045;3;984
10266;3;984
86229;6;984
9242;1;984
23078;3;984
24216;12;984
39107;1;984
63320;1;984
71434;3;984
88340;4;984
64359;6;984
11104;2;984
24537;2;984
32161;2;984
71314;2;984
88501;3;983
23258;5;983
71285;5;983
11037;29;983
53025;15;983
2826;2;983
82140;2;983
64028;3;982
37115;63;982
21707;1;982
23075;14;982
32398;1;982
36003;2;982
47002;2;982
65035;2;982
76084;1;982
80239;1;982
56066;66;982
16144;8;982
2230;3;982
16337;9;982
39466;3;982
55444;2;982
63104;4;982
89470;2;982
70282;14;981
35248;6;981
25490;2;981
34098;3;981
41277;4;981
62878;2;981
8284;13;981
89405;14;981
15009;2;981
55029;51;980
54146;4;980
41060;6;980
81115;13;980
2017;1;980
17195;2;980
51587;2;980
52494;1;980
71237;4;980
81094;3;980
56200;13;980
50193;4;980
61350;2;980
80273;4;980
59651;27;979
72256;9;979
88089;11;979
43039;3;979
51211;1;979
62539;1;979
88317;13;979
24105;5;979
51590;5;979
10054;4;979
21429;3;979
72333;8;979
41216;7;979
7001;2;979
85145;10;979
89111;4;979
1416;18;978
2684;15;978
89283;5;978
38224;1;978
51319;1;978
63158;3;978
80125;2;978
86023;3;978
54458;3;978
58081;6;978
61213;2;978
62694;2;978
19118;14;977
56227;5;977
59394;7;977
85237;5;977
3107;9;977
9093;2;977
12165;1;977
18198;5;977
38444;1;977
41058;4;977
54523;2;977
88074;1;977
88172;2;977
53129;5;977
59500;5;977
61075;14;977
18262;7;977
35329;16;977
3149;2;977
23093;11;976
36212;3;976
51521;3;976
89440;5;976
2513;1;976
9142;1;976
17071;4;976
47192;1;976
54301;1;976
71018;2;976
81233;2;976
88373;6;976
50164;11;976
58241;4;976
11027;11;976
86118;2;976
72262;76;975
72144;12;975
53018;13;975
27139;5;975
97312;7;975
16086;15;975
53181;8;975
61167;52;975
2016;3;975
2337;2;975
9056;2;975
21545;3;975
36029;1;975
36084;1;975
54511;1;975
55253;3;975
72180;74;975
50200;17;975
70418;10;975
17020;4;975
22383;4;975
15236;3;975
17269;6;975
24509;7;975
71542;21;974
18232;5;974
2334;24;974
3198;6;974
8046;3;974
41126;18;974
42236;3;974
58209;3;974
71440;4;974
58227;21;974
39335;5;974
63325;1;974
71192;20;974
22031;5;974
2077;3;974
72353;8;974
70134;3;973
33380;22;973
22228;30;973
61145;60;973
85132;16;973
36180;7;973
70322;4;973
18273;13;973
17459;6;973
50317;3;973
55186;6;973
2397;16;973
24514;2;973
28329;4;972
11003;6;972
2370;3;972
15072;2;972
18105;7;972
2A022;1;972
50596;2;972
63011;2;972
71331;1;972
80697;2;972
86003;4;972
2433;3;972
81084;3;972
60693;2;972
85289;10;972
72211;8;971
2032;3;971
48192;3;971
87204;4;971
72332;5;971
22181;13;971
